transformed_input_for_classification,sarcasm
"Speaker BERNADETTE: So, what should we talk about? 
Speaker HOWARD: Well, we could always learn more about why people who believe in psychics are idiots. Leonard? 
Speaker PENNY: Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.",True
"Speaker CHANDLER: I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus. 
Speaker JOEY: Hi, here's the deal. We lost a carseat on a bus today. 
Speaker JOEY: It's white plastic, with a handle, and it fits onto a stroller.",False
"Speaker PENNY: Now I'm going out tonight. Would it be crazy to ask you to look at the outfit I'm going to wear? 
Speaker PERSON: Oh, not crazy at all.
And don't beat yourself up. 
Speaker PERSON: When I was your age, you could have me for a car ride and a bottle of strawberry wine. 
Speaker SHELDON: That will not be in this week's e-mail blast. 
Speaker HOWARD: So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.",False
"Speaker PHOEBE: I need to talk to you, it's pretty urgent. It's about Monica and Chandler. 
Speaker ROSS: Oh my God! Of course, of course. 
Speaker ROSS: Umm, would you please excuse me for a moment?",False
"Speaker RAJ: They're going to digitally add a supernova.
They say it's the perfect metaphor for my incandescent talent. 
Speaker SHELDON: Right, a ball of hot, flaming gas that collapses upon itself. 
Speaker RAJ: Excuse me. Oh, it's my assistant, Trevor. 
Speaker RAJ: Go for Koothrappali. 
Speaker HOWARD: They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.",True
"Speaker SHELDON: Wrong. Leonard? 
Speaker LEONARD: Horse, but mostly just for the height. 
Speaker LEONARD: A little bit for the genital girth. 
Speaker SHELDON: Wrong, and let's keep it clean, shall we? 
Speaker HOWARD: Kangaroo, uh, I'd be Kanga-Jew. 
Speaker HOWARD: The first of my people to dunk a basketball. 
Speaker LEONARD: Also instead of just living in your mother's house, you could actually live inside her body.",True
"Speaker HOWARD: That's very nice of you, but I made other plans. 
Speaker SHELDON: Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready. 
Speaker PERSON: Hi, Howard. Hi, Sheldon. 
Speaker SHELDON: Hello. Hey. 
Speaker RAJ: Why are you holding hands? I forbid you to hold hands. 
Speaker PERSON: Rajesh, you know Leonard and I spent the night together. 
Speaker RAJ: Yeah, but you were just sleeping, because I forboded you to have sex.",False
"Speaker SHELDON: What if we were to get in a car with a crazy person? 
Speaker LEONARD: Look at us, Sheldon.
We're the crazy people. 
Speaker SHELDON: Well, perhaps we should hold up a sign that assures passing motorists of our mental competence. 
Speaker HOWARD: Good idea.
Why don't you get started on that? 
Speaker LEONARD: Come on, let's just start walking. There's got to be a gas station or something nearby.",False
"Speaker MONICA: You wanna hear something that sucks. 
Speaker CHANDLER: Do I ever. 
Speaker MONICA: Chris says they're closing down the bar. 
Speaker CHANDLER: No way!",False
"Speaker CHANDLER: You roll another hard eight and we get married here tonight. 
Speaker MONICA: Are you serious?! 
Speaker CHANDLER: Yes! I love you! 
Speaker MONICA: I've never loved anybody as much as I love you.",False
"Speaker ROSE: But I am still upset. 
Speaker BLANCHE: Are you upset because you don't know what to do about Al? 
Speaker DOROTHY: No, she I supset because Jimmy Swaager can't cover his motel bill",True
"Speaker SHELDON: Then take away his keys and make him wander the streets with the other drunks. 
Speaker LEONARD: You remember Sheldon and Raj and Howard. 
Speaker PERSON: Not really, no. 
Speaker PERSON: It's funny, huh, Leonard? 
Speaker PERSON: Back in school, I was the winner and you were the loser.
And now we're reversed. 
Speaker PERSON: You're the winner. 
Speaker SHELDON: You'd think a winner could make a decent cup of cocoa.",True
"Speaker PERSON: Welcome back! 
Speaker PHOEBE: Hey!  Can we pick up where we left off? 
Speaker PERSON: I don't know, I'm still pretty tired out from this afternoon. 
Speaker PHOEBE: Why?",False
"Speaker LEONARD: You went to President Seibert's house in the middle of the night? 
Speaker SHELDON: He didn't respond to my e-mail, his phone number is unlisted. Tell me what my other option was. 
Speaker LEONARD: You could have waited until morning. 
Speaker LEONARD: I know, look who I'm talking to. 
Speaker SHELDON: Do you remember the grant proposal I submitted to the National Science Foundation to detect slow-moving monopoles at the magnetic North Pole? 
Speaker LEONARD: Hardly a day goes by when I don't think about it.",True
"Speaker HOWARD: You're kidding. You've got lotions and bath oils and soaps. That's the estrogen hat trick. 
Speaker SHELDON: What it is is a cacophonous assault of eucalyptus, bayberry, cinnamon and vanilla. 
Speaker SHELDON: It's as if my head were trapped in the pajamas of a sultan. 
Speaker RAJ: If you don't like this stuff, let's go next door and build her a bear.",True
"Speaker CHANDLER: Yes. Yes, there is, they play on Sundays and Monday nights. 
Speaker RACHEL: Oh shoot! I work Monday nights. 
Speaker PHOEBE: Umm, this stuffing is amazing. Do you think we should bring them some? 
Speaker JOEY: When they're hungry enough, they'll come in.",False
"Speaker CHANDLER: Your tailor, is a very bad man. 
Speaker JOEY: Frankie what are you talking about? 
Speaker ROSS: Hey, whats going on? 
Speaker CHANDLER: Joey' trailer took advantage of me 
Speaker JOEY: No way, I have been going to the guy for twelve years 
Speaker CHANDLER: Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite 
Speaker ROSS: What? 
Speaker CHANDLER: Cupping. 
Speaker JOEY: That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ? 
Speaker ROSS: Yes yes it is! In Prison!!",True
"Speaker PERSON1: Ross, can I talk to you for a minute? 
Speaker ROSS: Yes, please!  So, what's going on? 
Speaker PERSON1: Uh, well... Joey and I broke up. 
Speaker ROSS: Oh my God, wh-what happened?",False
"Speaker HOWARD: This is one of my favorite places to kick back after a quest. They have a great house ale. 
Speaker PENNY: Cool tiger. 
Speaker HOWARD: Yeah, I've had him since level ten. 
Speaker HOWARD: His name is Buttons. 
Speaker HOWARD: Anyway, if you had your own game character we could hang out, maybe go on a quest. 
Speaker PENNY: That sounds interesting. 
Speaker HOWARD: You'll think about it? 
Speaker PENNY: I don't think I'll be able to stop thinking about it.",True
"Speaker RACHEL: May I see your boarding pass? 
Speaker PERSON: Oh, no, no, I don't have one. I just need to talk to my friend. 
Speaker RACHEL: Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass. 
Speaker RACHEL: No, I know, but I,he just went on.",False
"Speaker PERSON: Excuse me, Dr. Cooper. I'm Kathy O'Brien. 
Speaker PERSON: I just finished reading your paper reconciling the black hole information paradox with your theory of string-network condensates, and it just took my breath away. 
Speaker SHELDON: Maybe when I publish it, I'll include an inhaler.",True
"Speaker HOWARD: I told my girlfriend Bernadette she could join us for dinner. 
Speaker LEONARD: Sure. The more, the merrier. 
Speaker SHELDON: Wa- no, that's a false equivalency. More does not equal merry. 
Speaker SHELDON: If there were 2,000 people in this apartment right now, would we be celebrating?
No, we'd be suffocating. 
Speaker LEONARD: Sheldon... 
Speaker SHELDON: Don't ""Sheldon"" me. We ordered for five people, not six. 
Speaker PENNY: Oh, come on, it's fine. We'll just put it all on the table, you know, family style. 
Speaker SHELDON: Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?",True
"Speaker DOROTHY: Well ofcourse Blanche , they did it in that movie. 
Speaker ROSE: What movie? 
Speaker DOROTHY: Lords of Arabia",True
"Speaker SHELDON: Really? 
Speaker AMY: Yes. 
Speaker SHELDON: Huh. Yeah, I always took it literally. 
Speaker SHELDON: That's why I have never once moved my bowels in this or any restaurant. 
Hmm. 
Speaker AMY: I'm relieved that you don't have a problem with us working together. 
Speaker SHELDON: Not as relieved as I'm about to be. It's a brave new world, little lady.",False
"Speaker CHANDLER: Get up 
Speaker JOEY: What? 
Speaker CHANDLER: You're in my seat 
Speaker JOEY: How is it your seat? 
Speaker CHANDLER: Cause I was sitting there 
Speaker JOEY: But then you left 
Speaker CHANDLER: But its not like I went to Spain, I went to the bathroom , you knew I was coming back. 
Speaker JOEY: Whats the big deal? 
Speaker CHANDLER: The big deal is that I was sitting there last, so.. that's my seat 
Speaker JOEY: Actually, the last place you were sitting was in there 
Speaker ROSS: You guys, you know what? it doesn't matter. Because you both have to go get dressed before the big vein in my head pops! 
Speaker CHANDLER: I just have to do one thing, really quickly, its not a big thing  ...  GET UP||",True
"Speaker PERSON1: Stuart: It's just my dad, probably calling to wish me a happy birthday. I'll call him back. 
Speaker PERSON1: You were saying? 
Speaker PERSON2: Look, Raj, be honest with me. If you want to end things, just do it. Don't expect me to do it for you. 
Speaker RAJ: End things? I'm trying to tell you that I love you. 
Speaker HOWARD: Happy birthday to you. 
Speaker PERSON1: Wow, there's a Denny's in Vegas you can actually get married in. 
Speaker PENNY: Wow, there's a Denny's in Vegas you can actually get married in.",False
"Speaker PERSON: It has umm, three beautiful bedrooms and ah, no baths. But y'know, the ocean is right there. 
Speaker PHOEBE: Knock, knock, knock. 
Speaker PERSON: Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.",False
"Speaker RACHEL: Oh, I mean she's gonna be at the wedding waiting for him and people will be whispering, ""Oh that poor girl."" Then she'll have to come back here and live all alone. 
Speaker PHOEBE: Oh my God! 
Speaker PHOEBE: What?",False
"Speaker PENNY: I don't suppose you also brought napkins, clean bowls, utensils and a roll of toilet paper. 
Speaker BERNADETTE: Right here. 
Speaker PENNY: You guys are the best. 
Speaker AMY: What's with the clothes? 
Speaker PENNY: Well, with all the new stuff I bought for work, I needed to make room in my closet. 
Speaker AMY: I meant why are they folded? 
But whatever. 
Speaker AMY: Ooh, what's this? 
Speaker PENNY: That, believe it or not, is my prom dress. 
Speaker BERNADETTE: Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere.",True
"Speaker DOROTHY: I am not talking to you 
Speaker BLANCHE: I guess you are still upset with me about last night aren't you? 
Speaker DOROTHY: No I am upset because crocodin turbs are wearing darker colors.",True
"Speaker DOROTHY: Whop, it is really coming down. 
Speaker ROSE: Whats coming down? 
Speaker DOROTHY: The liberarche marquee at Caesar's palace",True
"Speaker JOEY: Uh, okay, Pheebs? 
Speaker PHOEBE: Yeah? 
Speaker JOEY: Umm, y'know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out? 
Speaker PHOEBE: Yeah?",False
"Speaker JOEY: Yeah! You gotta tell a girl before you tape her. Such a rookie mistake. 
Speaker CHANDLER: Y'know who has a great video camera? 
Speaker PHOEBE: Greg and Jenny? 
Speaker MONICA: Do you still wanna call  'em? I wanna call  'em.",False
"Speaker JOEY: What are you doing? 
Speaker CHANDLER: Key is stuck in the lock. 
Speaker JOEY: I could fix it hold on hold on, watch out watch out. 
Speaker CHANDLER: It still doesn't work! 
Speaker JOEY: I am not finished. 
Speaker CHANDLER: Nice jon Joe, you are quite the craftsman!",True
"Speaker PERSON1: That's enough. 
Speaker PERSON1: Call me. 
Speaker LEONARD: Right. 
Speaker PENNY: Okay, good night. 
Speaker PERSON2: What? 
Speaker PENNY: Had a great time. Ciao. 
Speaker SHELDON: I'm sorry, I am not going back to the Renaissance fair.",False
"Speaker JOEY: Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time. 
Speaker CHANDLER: If only there was something in your head to control the things you say.",True
"Speaker AMY: You slept with him? 
Speaker PENNY: I didn't know what else to do.
He had those big, sad eyes. 
Speaker BERNADETTE: Oh, sure, you had no choice. 
Speaker PENNY: He looked at me like this. 
Speaker AMY: Well, if that's all it takes, it's a good thing you don't have a dog.",True
"Speaker ROSS: Whoa ostralopificus isn't supposed to be in that display. No, no, Homohabilus was erect, Ostralopificus was never fully erect. 
Speaker CHANDLER: Maybe he was nervous.",True
"Speaker HOWARD: There's a 39.95 lover's special at P.F. Chang's. 
Speaker HOWARD: Egg rolls, dumplings, bottomless wok, and you get your picture taken on the big marble horse out front. 
Speaker SHELDON: Given that Saint Valentine was a third century Roman priest who was stoned and beheaded, wouldn't a more appropriate celebration of the evening be taking one's steady gal to witness a brutal murder? 
Speaker HOWARD: I understand your point, but given a choice, Jews always go with Chinese food.",True
"Speaker LEONARD: Did I miss anything? Did they kick Giselle off? 
Speaker RAJ: Not yet, but her underwater photo shoot was an embarrassment. 
Speaker HOWARD: Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.",True
"Speaker JOEY: Did you call the cops? 
Speaker RACHEL: No, we took her to lunch 
Speaker CHANDLER: Ah your own brand of vigilante justice.",True
"Speaker CHANDLER: Hey 
Speaker MONICA: So how was Joan? 
Speaker CHANDLER: Broke up with her 
Speaker MONICA: Why 
Speaker ROSS: Don't tell me, because of the big nostril thing? 
Speaker CHANDLER: I am telling you, when she leaned back, I could see her brain",True
"Speaker CHANDLER: So Ross, how was the date the other night? 
Speaker CHANDLER: Did you tell her about the magical night that starts with the flush of every toilet?",True
"Speaker RACHEL: Oh Oh car car. 
Speaker PHOEBE: Its Ross on one of his drives 
Speaker RACHEL: What is he doing here? 
Speaker ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate. 
Speaker CHANDLER: Oh no, now its not gonna make any sense",True
"Speaker RACHEL: Do you guys have any exta ribbon? 
Speaker CHANDLER: Oh yeah sure, what do you need? We got lace, satin, sateen, rafia, gingam , felt. 
Speaker CHANDLER: And I think my testicles may be in here too",True
"Speaker PHOEBE: Yeah. 
Speaker RACHEL: I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something. 
Speaker PHOEBE: Yeah. Yeah, that's what you need a good .. pill.",True
"Speaker JOEY: My family's been going to him forever. He did my first suit when I was 15. No wait 16. Excuse me, 15 ...  Alright when was 1990? 
Speaker CHANDLER: You have to stop the Q-Tip when there is resistance",True
"Speaker HOWARD: What choice did I have? She went behind my back and turned my own mother against me. 
Speaker RAJ: Wow. You're not only our first astronaut.
You're also the first one of us to kick a girl out of bed. 
Speaker RAJ: You're like a rock star. 
Speaker HOWARD: Little bit. 
Speaker LEONARD: I hate to say it, but she did kind of betray you. 
Speaker SHELDON: You see betrayal in others, but not yourself.",True
"Speaker ROSS: Just your run-of-the-mill third nipple. You can take it off. Just slice that baby right off! 
Speaker PERSON: Take your shirt off, and let's see what we're dealing with here.  What are you doing?",False
"Speaker SHELDON: It ended on a cliffhanger. 
Speaker LEONARD: They did. 
Speaker PENNY: Uh, Sheldon, there are two dumplings left. Do you want them? 
Speaker SHELDON: Dumplings?
Don't you understand what's going on here? 
Speaker PENNY: As a rule, no. 
Speaker SHELDON: That show ended with all the residents of New York either dead or unconscious.
Now I'll never know what happened. 
Speaker PENNY: Well, why don't you make up your own ending? 
Speaker SHELDON: Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.",True
"Speaker MONICA: And the boots don't really go with it. 
Speaker CHANDLER: You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",True
"Speaker PENNY: You know, Sheldon, I used to cut my brother's hair. 
I could do it for you. 
Speaker SHELDON: Penny, I know you mean well, offering the skills of the hill folk, but, um, 
Speaker SHELDON: here in town, we don't churn our own butter, we don't make dresses out of gunny sacks, and, uh, we sure as shootin' don't get our hair cut by bottle-blonde... 
Speaker LEONARD: Sheldon, be nice. 
Speaker SHELDON: I'm sorry, it's the bad boy attitude that comes with this hair.",False
"Speaker JOEY: Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again. And-and I promise, I won't touch a guitar until you say I'm ready. You really think I'm ready? 
Speaker PHOEBE: Uh-huh!",False
"Speaker CHANDLER: Okay, I am officially unpacked. Thanks for helping me man. Joey? 
Speaker CHANDLER: Oh my god, you almost gave me a heart attack!",True
"Speaker RACHEL: Chandler, what are you doing? There is a trash can right there! 
Speaker CHANDLER: I thought if I littered, that crying Indian might come by and save us.",True
"Speaker SCOTT: Sorry, was that sarcasm? 
Speaker MODERATOR: Sarcasm? Noo.",True
"Speaker PENNY: Hey Sheldon. 
Speaker SHELDON: Hello Penny. 
Speaker PENNY: Get anything good? 
Speaker SHELDON: Just the latest copy of Applied Particle Physics quarterly. 
Speaker PENNY: Oh, you know, that is so weird that yours came and mine didn't.",True
"Speaker CHANDLER: Rach rach, we gotta settle 
Speaker RACHEL: Settle what? 
Speaker CHANDLER: The Jamestown colony of Virginia. You see King George is giving us the land, so.",True
"Speaker ROSS: This would be the place where you explain the hat 
Speaker JOEY: Oh, Okay. This is called the top hat? 
Speaker ROSS: And why are you wearing this? Is it top hat? 
Speaker JOEY: Oh , yeah. There's this play right. And I am up for the part of this real cool like suave, international guy. A real close horse. So I figured everyone in the audition is gonna be wearing this kind of, you now, ultra hip, high fashion stuff. 
Speaker CHANDLER: And you are gonna make them all disappear.",True
"Speaker HOWARD: You know, joking, kidding around, hurting feelings. 
Speaker SHELDON: Okay, my turn. 
Let me talk to him. 
Speaker LEONARD: Go ahead. 
Speaker SHELDON: 2311 North Los Robles Avenue, Pasadena, California to International Space Station.
Can you read me? Over. 
Speaker HOWARD: (imitates walkie-talkie static) Yes, I read you, Sheldon. 
Speaker SHELDON: Copy that. Over. (imitates walkie-talkie static) 
Speaker LEONARD: What are you doing? 
Speaker SHELDON: I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.",False
"Speaker SHELDON: Ah…I do so love beverages. 
Speaker SHELDON: Now I think I'll take my after-dinner walk. 
Speaker LEONARD: Since when do you take after-dinner walks? 
Speaker HOWARD: Yeah, since when do you take walks? 
Speaker SHELDON: I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye.",False
"Speaker HOWARD: Are you saying that you've been holding back? 
Speaker LEONARD: Of course. Out of respect. 
Speaker HOWARD: So, how do you explain the ten years before Penny? 
Speaker RAJ: Who were you respecting then? 
Speaker LEONARD: Well, I've dated plenty of women. 
Speaker LEONARD: There was Joyce Kim, Leslie Winkle 
Speaker SHELDON: Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two.""",True
"Speaker JOEY: The stripper stole the ring! The stripper stole the ring! Chandler get up get up, the stripper stole the ring. 
Speaker CHANDLER: Oh just like give a minute to wake up for this  ...  Ha ha! You lost the ring. You the worst best man ever!",False
"Speaker PERSON: He switched over to high-energy radiation research, had a little mishap, and now the other guys are uncomfortable sitting next to him. 
Speaker PERSON: You're in? 
Speaker LEONARD: Yeah, sure, why not? 
Speaker PERSON: Great, we rehearse on Tuesdays at your place. 
Speaker LEONARD: Why at my place? 
Speaker PERSON: Department of Energy said our regular space is kind of a hot zone. 
Speaker PERSON: Nice meeting you. 
Speaker PENNY: Yeah, you, too.
Leonard, I didn't know you played the cello. 
Speaker LEONARD: Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.",True
"Speaker SCOTT: Sarcasmholic yourself? 
Speaker MODERATOR: No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health",True
"Speaker PERSON1: Where's Monica? 
Speaker MONICA: Over here Dad 
Speaker PERSON2: How to you zoom out? There she is 
Speaker JOEY: Some girl ate Monica 
Speaker MONICA: Shut up, the camera adds 10 pounds. 
Speaker CHANDLER: Uh, so how many cameras are actually on you.",True
"Speaker LEONARD: And shake twice for Texas. 
Speaker LEONARD: Something his mother taught him. 
Speaker SHELDON: All right, Elizabeth, the bathroom is yours. The seat is down, and has been sanitized for your protection. 
Speaker PERSON: That's very thoughtful, but I think I'll finish my coffee first.",False
"Speaker LEONARD: Dr. Jeffries, hello again. Leonard Hofstadter. 
Speaker PERSON: Oh, oh, right, I remember your-your girlfriend. 
Speaker PERSON: Is-Is she... is she here? 
Speaker LEONARD: No, she's not. 
Speaker SHELDON: So, what prescription are you getting filled? 
Speaker LEONARD: - Sheldon. 
Speaker SHELDON: No. Wait, I want to guess. Don't tell me. 
Speaker PERSON: I wasn't going to tell you. 
Speaker SHELDON: - No, no, no. I'm really good at this. All right, give me a hint. Does it involve difficulty initiating a stream of anything?",False
"Speaker PENNY: Come on. I think it's nice that Captain Sweatpants showed up to your art opening. 
Speaker PERSON: Yeah, it would have been nicer if he hadn't touched all the cheese. 
Speaker PENNY: You know, it's kind of early.
Do you want to maybe come in for some coffee? 
Speaker PERSON: Gee, it's a little late for coffee, isn't it? 
Speaker PENNY: You think ""coffee,"" means coffee. That is so sweet.",True
"Speaker ROSE: What kind of a movie is this Dorothy? 
Speaker DOROTHY: It's a musical Rose",True
"Speaker CHANDLER: And this from cry for help department, are you wearing makeup? 
Speaker JOEY: Yes I am, as of today, I am official Joey Tribbiani actor slash model. 
Speaker CHANDLER: That's so funny because you look more like Joey Tribbiani man slash woman.",True
"Speaker JOEY: Hey 
Speaker CHANDLER: Hey 
Speaker CHANDLER: You know once you are inside, you don't have to knock anymore.",True
"Speaker PERSON2: Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer. 
Speaker PERSON1: Oh God... I'll be right there, Bernice. 
Speaker PERSON1: Look, please, please don't go anywhere, okay?",False
"Speaker PHOEBE: Hey you guys I'm gonna go out and take a walk. 
Speaker ROSS: Phoebe, why is your bag moving? 
Speaker PHOEBE: Oh, it's not! 
Speaker RACHEL: Seriously, it's moving!",False
"Speaker BERNADETTE: So, what are you working on these days? 
Speaker AMY: I'm studying one-celled organisms to try and find the neurochemicals that lead to the feeling of shame. 
Speaker BERNADETTE: What would a one-celled organism have to be embarrassed about? 
Speaker PENNY: Same as all of us, getting out of a car without underwear.",True
"Speaker PERSON2: Your mom called me. So is this her? 
Speaker PERSON1: No, this is a loaner. 
Speaker PERSON2: I'm sorry you had to do this by yourself. 
Speaker PERSON1: I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?",False
"Speaker ROSS: I mean technically it's-it's not against the rules or anything, but it is frowned upon. Especially by that professor we ran into last night, Judgey von Holierthanthou. 
Speaker MONICA: Well Ross, you be careful now. You don't want to get a reputation as y'know Professor McNailshisstudents. 
Speaker ROSS: Yeah. What-what should I do?",False
"Speaker PERSON: So, what do you guys do? 
Speaker HOWARD: Oh, you know, Goth stuff. Goth magazines, Goth music.",False
"Speaker JOEY: Hey, Chan. Can you help me out here, I promise I'll pay you back. 
Speaker CHANDLER: Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.",True
"Speaker PERSON: Hi. Well, look, I was just gonna leave a message, isn't tonight your, your big anniversary dinner? 
Speaker RACHEL: Yeah. Well, umm..... 
Speaker PERSON: Rach, are you okay? 
Speaker RACHEL: Yeah, I'm fine.",False
"Speaker LEONARD: Well, that's it. 
Speaker LEONARD: That's the end of Roger Abbott. 
Speaker RAJ: And we still don't know who framed him. 
Speaker LEONARD: I still keep thinking about how an entire life can seemingly amount to nothing. 
Speaker HOWARD: I guess the sad truth is, not everyone will accomplish something great. Some of us may just have to find meaning in the little moments that make up life.",False
"Speaker JOEY: Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight. 
Speaker JOEY: Take a couple deep breaths.",False
"Speaker SHELDON: to bring us all with you to the year 7010 where we are transported to work at the thinkatorium by telepathically controlled flying dolphins? 
Speaker LEONARD: No, Penny kissed me. 
Speaker HOWARD: Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.",False
"Speaker ROSS: This is so exciting! I haven't seen my monkey in almost a year 
Speaker CHANDLER: Why? You never look down in the shower?  Oh please I am allowed one joke in the monkey is penis genre.",True
"Speaker SHELDON: And I'm super smart, so it's probably true. 
Speaker AMY: Hey, I've been training in the field of neurobiology for 12 years. 
Speaker AMY: You've been here for three hours, and you've spent one of them in the bathroom. 
Speaker SHELDON: I'm sorry! It takes me a while to get things going on an unfamiliar toilet. 
Speaker AMY: Sheldon, I've given you the simplest things to do, and you haven't done one of them right. 
Speaker SHELDON: Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.",False
"Speaker MONICA: Yeah, come on, eat, whatever you want. Dr. Roger got beeped again. 
Speaker CHANDLER: Yeah I know, guess who beeped him? 
Speaker MONICA: What?! 
Speaker CHANDLER: I'm the ruptured spleen.",False
"Speaker PERSON: Because I met somebody who would be perfect for you. 
Speaker CHANDLER: Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.",True
"Speaker MONICA: Yeah, I talked to you on the phone, I'm the lady that got stuck with the racecar bed. 
Speaker PERSON: Look, it's like I told you, there's nothing I can do. You signed for it, Monica Velula Geller. 
Speaker JOEY: All right, Jester man, look we wanna see the king. 
Speaker PERSON: Nobody sees the king!",False
"Speaker MONICA: Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second! 
Speaker PHOEBE: No-no, let me in! 
Speaker MONICA: Phoebe? 
Speaker PHOEBE: Yeah!",False
"Speaker JOEY: Oh umm, my big scene is coming up. Big scene coming up. 
Speaker CHANDLER: If you said, ""Big lima bean, bubbling up."" Would she understand the difference? 
Speaker MONICA: Rach? What are you doing? 
Speaker RACHEL: Oh boy, I just can't watch. It's too scary!",True
"Speaker JOEY: It's the big night! We wanted to wish you good luck! 
Speaker ROSS: Yeah, yeah you have the ring? 
Speaker CHANDLER: Yeah, right here in my pocket. Pheebs? 
Speaker PHOEBE: Oh! Oop!",False
"Speaker JOEY: It isnt working 
Speaker MONICA: We have to unscrew the chain 
Speaker JOEY: Hurry, I can't feel my ears 
Speaker CHANDLER: Can you ever feel your ears? 
Speaker JOEY: Interesting 
Speaker CHANDLER: Oh I left them in my bulldozer .. I don't have tools!",True
"Speaker RAJ: You would leave me out of the conversation with the next guy if you dump Leonard? 
Speaker PENNY: Why say it? Yes! 
Speaker RAJ: Well, I would never leave you off my list, and not just because, without you, we're playing fast and loose with the word list. 
Speaker PENNY: Well, good job. Now she hates me. 
Speaker RAJ: Great. 
Speaker SHELDON: On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.",True
"Speaker DOROTHY: It is not a fly Rose 
Speaker ROSE: Spanish fly is not a fly? 
Speaker DOROTHY: No, it's a beetle. 
Speaker ROSE: They call it a fly but its really a beetle? 
Speaker DOROTHY: Yes 
Speaker ROSE: How did they know its Spanish? 
Speaker DOROTHY: Because it wears a little sunbrella Rose.",True
"Speaker CHANDLER: What what? 
Speaker JOEY: Hey, shaving? 
Speaker CHANDLER: No, rabies.",True
"Speaker MONICA: Ooh, nice. 
Speaker PERSON: So ah, there was this thing I wanted to talk to you about. 
Speaker MONICA: Oh, right! I completely forgot about that. 
Speaker PERSON: Well ah, I've been doing a lot of thinking, and I look at my life",False
"Speaker RAJ: It's actually a very elegant system. You know, what goes around comes around. 
Speaker HOWARD: Speaking of what goes around comes around... 
Speaker RAJ: Okay, look. Instead of trying to reinforce this structure here, what if we just ran another line, bypass it entirely? 
Speaker SHELDON: It won't work. The diameter of the tubing is insufficient. 
Speaker RAJ: What if we reposition the collection tank? 
Speaker SHELDON: It won't work. No way to mount it. 
Speaker HOWARD: Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?",True
"Speaker PERSON: and pump it into his mom's Camry. 
Speaker PENNY: Yeah, that's great. It's a funny story. Moving on. 
Speaker PERSON: And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics. 
Speaker PERSON: What was his name, sweetheart? 
Speaker PENNY: Curtis, and I'm pretty sure he was joking. 
Speaker PERSON: I don't know. That petition looked real to me. 
Speaker PENNY: Yeah, okay, I think this ends the ex-boyfriend portion of our evening. 
Speaker PERSON: Well, I'm just glad you finally found yourself a keeper.",False
"Speaker PENNY: So, Bernadette, how goes the hunt for bridesmaid dresses? 
Speaker BERNADETTE: Well, if you don't mind looking like an orange traffic cone, great.",True
